団体コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（カナ）,市区町村名（カナ）,訪問レベル
401013,福岡県,北九州市門司区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾓｼﾞｸ,4
401030,福岡県,北九州市若松区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾜｶﾏﾂｸ,0
401056,福岡県,北九州市戸畑区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾄﾊﾞﾀｸ,1
401064,福岡県,北九州市小倉北区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼｺｸﾗｷﾀｸ,1
401072,福岡県,北九州市小倉南区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼｺｸﾗﾐﾅﾐｸ,1
401081,福岡県,北九州市八幡東区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾋｶﾞｼｸ,1
401099,福岡県,北九州市八幡西区,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,2
401307,福岡県,福岡市,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼ,4
401315,福岡県,福岡市東区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,3
401323,福岡県,福岡市博多区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾊｶﾀｸ,4
401331,福岡県,福岡市中央区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾁｭｳｵｳｸ,4
401340,福岡県,福岡市南区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾐﾅﾐｸ,1
401358,福岡県,福岡市西区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾆｼｸ,3
401366,福岡県,福岡市城南区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼｼﾞｮｳﾅﾝｸ,1
401374,福岡県,福岡市早良区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼｻﾜﾗｸ,3
402028,福岡県,大牟田市,ﾌｸｵｶｹﾝ,ｵｵﾑﾀｼ,3
402036,福岡県,久留米市,ﾌｸｵｶｹﾝ,ｸﾙﾒｼ,4
402044,福岡県,直方市,ﾌｸｵｶｹﾝ,ﾉｵｶﾞﾀｼ,1
402052,福岡県,飯塚市,ﾌｸｵｶｹﾝ,ｲｲﾂﾞｶｼ,1
402061,福岡県,田川市,ﾌｸｵｶｹﾝ,ﾀｶﾞﾜｼ,1
402079,福岡県,柳川市,ﾌｸｵｶｹﾝ,ﾔﾅｶﾞﾜｼ,0
402109,福岡県,八女市,ﾌｸｵｶｹﾝ,ﾔﾒｼ,1
402117,福岡県,筑後市,ﾌｸｵｶｹﾝ,ﾁｸｺﾞｼ,1
402125,福岡県,大川市,ﾌｸｵｶｹﾝ,ｵｵｶﾜｼ,3
402133,福岡県,行橋市,ﾌｸｵｶｹﾝ,ﾕｸﾊｼｼ,0
402141,福岡県,豊前市,ﾌｸｵｶｹﾝ,ﾌﾞｾﾞﾝｼ,0
402150,福岡県,中間市,ﾌｸｵｶｹﾝ,ﾅｶﾏｼ,1
402168,福岡県,小郡市,ﾌｸｵｶｹﾝ,ｵｺﾞｵﾘｼ,1
402176,福岡県,筑紫野市,ﾌｸｵｶｹﾝ,ﾁｸｼﾉｼ,2
402184,福岡県,春日市,ﾌｸｵｶｹﾝ,ｶｽｶﾞｼ,1
402192,福岡県,大野城市,ﾌｸｵｶｹﾝ,ｵｵﾉｼﾞｮｳｼ,1
402206,福岡県,宗像市,ﾌｸｵｶｹﾝ,ﾑﾅｶﾀｼ,3
402214,福岡県,太宰府市,ﾌｸｵｶｹﾝ,ﾀﾞｻﾞｲﾌｼ,3
402231,福岡県,古賀市,ﾌｸｵｶｹﾝ,ｺｶﾞｼ,1
402249,福岡県,福津市,ﾌｸｵｶｹﾝ,ﾌｸﾂｼ,3
402257,福岡県,うきは市,ﾌｸｵｶｹﾝ,ｳｷﾊｼ,0
402265,福岡県,宮若市,ﾌｸｵｶｹﾝ,ﾐﾔﾜｶｼ,0
402273,福岡県,嘉麻市,ﾌｸｵｶｹﾝ,ｶﾏｼ,1
402281,福岡県,朝倉市,ﾌｸｵｶｹﾝ,ｱｻｸﾗｼ,3
402290,福岡県,みやま市,ﾌｸｵｶｹﾝ,ﾐﾔﾏｼ,3
402303,福岡県,糸島市,ﾌｸｵｶｹﾝ,ｲﾄｼﾏｼ,3
402311,福岡県,那珂川市,ﾌｸｵｶｹﾝ,ﾅｶｶﾞﾜｼ,0
403415,福岡県,宇美町,ﾌｸｵｶｹﾝ,ｳﾐﾏﾁ,0
403423,福岡県,篠栗町,ﾌｸｵｶｹﾝ,ｻｻｸﾞﾘﾏﾁ,0
403431,福岡県,志免町,ﾌｸｵｶｹﾝ,ｼﾒﾏﾁ,0
403440,福岡県,須恵町,ﾌｸｵｶｹﾝ,ｽｴﾏﾁ,0
403458,福岡県,新宮町,ﾌｸｵｶｹﾝ,ｼﾝｸﾞｳﾏﾁ,1
403482,福岡県,久山町,ﾌｸｵｶｹﾝ,ﾋｻﾔﾏﾏﾁ,0
403491,福岡県,粕屋町,ﾌｸｵｶｹﾝ,ｶｽﾔﾏﾁ,0
403814,福岡県,芦屋町,ﾌｸｵｶｹﾝ,ｱｼﾔﾏﾁ,0
403822,福岡県,水巻町,ﾌｸｵｶｹﾝ,ﾐｽﾞﾏｷﾏﾁ,1
403831,福岡県,岡垣町,ﾌｸｵｶｹﾝ,ｵｶｶﾞｷﾏﾁ,1
403849,福岡県,遠賀町,ﾌｸｵｶｹﾝ,ｵﾝｶﾞﾁｮｳ,1
404012,福岡県,小竹町,ﾌｸｵｶｹﾝ,ｺﾀｹﾏﾁ,1
404021,福岡県,鞍手町,ﾌｸｵｶｹﾝ,ｸﾗﾃﾏﾁ,0
404217,福岡県,桂川町,ﾌｸｵｶｹﾝ,ｹｲｾﾝﾏﾁ,1
404471,福岡県,筑前町,ﾌｸｵｶｹﾝ,ﾁｸｾﾞﾝﾏﾁ,0
404489,福岡県,東峰村,ﾌｸｵｶｹﾝ,ﾄｳﾎｳﾑﾗ,0
405035,福岡県,大刀洗町,ﾌｸｵｶｹﾝ,ﾀﾁｱﾗｲﾏﾁ,0
405221,福岡県,大木町,ﾌｸｵｶｹﾝ,ｵｵｷﾏﾁ,0
405442,福岡県,広川町,ﾌｸｵｶｹﾝ,ﾋﾛｶﾜﾏﾁ,1
406015,福岡県,香春町,ﾌｸｵｶｹﾝ,ｶﾜﾗﾏﾁ,1
406023,福岡県,添田町,ﾌｸｵｶｹﾝ,ｿｴﾀﾞﾏﾁ,0
406040,福岡県,糸田町,ﾌｸｵｶｹﾝ,ｲﾄﾀﾞﾏﾁ,0
406058,福岡県,川崎町,ﾌｸｵｶｹﾝ,ｶﾜｻｷﾏﾁ,1
406082,福岡県,大任町,ﾌｸｵｶｹﾝ,ｵｵﾄｳﾏﾁ,3
406091,福岡県,赤村,ﾌｸｵｶｹﾝ,ｱｶﾑﾗ,0
406104,福岡県,福智町,ﾌｸｵｶｹﾝ,ﾌｸﾁﾏﾁ,1
406210,福岡県,苅田町,ﾌｸｵｶｹﾝ,ｶﾝﾀﾞﾏﾁ,0
406252,福岡県,みやこ町,ﾌｸｵｶｹﾝ,ﾐﾔｺﾏﾁ,0
406422,福岡県,吉富町,ﾌｸｵｶｹﾝ,ﾖｼﾄﾐﾏﾁ,3
406465,福岡県,上毛町,ﾌｸｵｶｹﾝ,ｺｳｹﾞﾏﾁ,3
406473,福岡県,築上町,ﾌｸｵｶｹﾝ,ﾁｸｼﾞｮｳﾏﾁ,0
412015,佐賀県,佐賀市,ｻｶﾞｹﾝ,ｻｶﾞｼ,3
412023,佐賀県,唐津市,ｻｶﾞｹﾝ,ｶﾗﾂｼ,3
412031,佐賀県,鳥栖市,ｻｶﾞｹﾝ,ﾄｽｼ,1
412040,佐賀県,多久市,ｻｶﾞｹﾝ,ﾀｸｼ,0
412058,佐賀県,伊万里市,ｻｶﾞｹﾝ,ｲﾏﾘｼ,3
412066,佐賀県,武雄市,ｻｶﾞｹﾝ,ﾀｹｵｼ,3
412074,佐賀県,鹿島市,ｻｶﾞｹﾝ,ｶｼﾏｼ,4
412082,佐賀県,小城市,ｻｶﾞｹﾝ,ｵｷﾞｼ,4
412091,佐賀県,嬉野市,ｻｶﾞｹﾝ,ｳﾚｼﾉｼ,1
412104,佐賀県,神埼市,ｻｶﾞｹﾝ,ｶﾝｻﾞｷｼ,1
413275,佐賀県,吉野ヶ里町,ｻｶﾞｹﾝ,ﾖｼﾉｶﾞﾘﾁｮｳ,3
413411,佐賀県,基山町,ｻｶﾞｹﾝ,ｷﾔﾏﾁｮｳ,1
413453,佐賀県,上峰町,ｻｶﾞｹﾝ,ｶﾐﾐﾈﾁｮｳ,1
413461,佐賀県,みやき町,ｻｶﾞｹﾝ,ﾐﾔｷﾁｮｳ,1
413879,佐賀県,玄海町,ｻｶﾞｹﾝ,ｹﾞﾝｶｲﾁｮｳ,3
414018,佐賀県,有田町,ｻｶﾞｹﾝ,ｱﾘﾀﾁｮｳ,0
414239,佐賀県,大町町,ｻｶﾞｹﾝ,ｵｵﾏﾁﾁｮｳ,0
414247,佐賀県,江北町,ｻｶﾞｹﾝ,ｺｳﾎｸﾏﾁ,0
414255,佐賀県,白石町,ｻｶﾞｹﾝ,ｼﾛｲｼﾁｮｳ,0
414417,佐賀県,太良町,ｻｶﾞｹﾝ,ﾀﾗﾁｮｳ,3
422011,長崎県,長崎市,ﾅｶﾞｻｷｹﾝ,ﾅｶﾞｻｷｼ,3
422029,長崎県,佐世保市,ﾅｶﾞｻｷｹﾝ,ｻｾﾎﾞｼ,4
422037,長崎県,島原市,ﾅｶﾞｻｷｹﾝ,ｼﾏﾊﾞﾗｼ,3
422045,長崎県,諫早市,ﾅｶﾞｻｷｹﾝ,ｲｻﾊﾔｼ,3
422053,長崎県,大村市,ﾅｶﾞｻｷｹﾝ,ｵｵﾑﾗｼ,3
422070,長崎県,平戸市,ﾅｶﾞｻｷｹﾝ,ﾋﾗﾄﾞｼ,3
422088,長崎県,松浦市,ﾅｶﾞｻｷｹﾝ,ﾏﾂｳﾗｼ,3
422096,長崎県,対馬市,ﾅｶﾞｻｷｹﾝ,ﾂｼﾏｼ,0
422100,長崎県,壱岐市,ﾅｶﾞｻｷｹﾝ,ｲｷｼ,0
422118,長崎県,五島市,ﾅｶﾞｻｷｹﾝ,ｺﾞﾄｳｼ,0
422126,長崎県,西海市,ﾅｶﾞｻｷｹﾝ,ｻｲｶｲｼ,4
422134,長崎県,雲仙市,ﾅｶﾞｻｷｹﾝ,ｳﾝｾﾞﾝｼ,3
422142,長崎県,南島原市,ﾅｶﾞｻｷｹﾝ,ﾐﾅﾐｼﾏﾊﾞﾗｼ,3
423076,長崎県,長与町,ﾅｶﾞｻｷｹﾝ,ﾅｶﾞﾖﾁｮｳ,0
423084,長崎県,時津町,ﾅｶﾞｻｷｹﾝ,ﾄｷﾞﾂﾁｮｳ,1
423211,長崎県,東彼杵町,ﾅｶﾞｻｷｹﾝ,ﾋｶﾞｼｿﾉｷﾞﾁｮｳ,0
423220,長崎県,川棚町,ﾅｶﾞｻｷｹﾝ,ｶﾜﾀﾅﾁｮｳ,0
423238,長崎県,波佐見町,ﾅｶﾞｻｷｹﾝ,ﾊｻﾐﾁｮｳ,0
423831,長崎県,小値賀町,ﾅｶﾞｻｷｹﾝ,ｵﾁﾞｶﾁｮｳ,0
423912,長崎県,佐々町,ﾅｶﾞｻｷｹﾝ,ｻｻﾞﾁｮｳ,1
424111,長崎県,新上五島町,ﾅｶﾞｻｷｹﾝ,ｼﾝｶﾐｺﾞﾄｳﾁｮｳ,0
431001,熊本県,熊本市,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼ,4
431010,熊本県,熊本市中央区,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼﾁｭｳｵｳｸ,4
431028,熊本県,熊本市東区,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼﾋｶﾞｼｸ,3
431036,熊本県,熊本市西区,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼﾆｼｸ,0
431044,熊本県,熊本市南区,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼﾐﾅﾐｸ,1
431052,熊本県,熊本市北区,ｸﾏﾓﾄｹﾝ,ｸﾏﾓﾄｼｷﾀｸ,
432024,熊本県,八代市,ｸﾏﾓﾄｹﾝ,ﾔﾂｼﾛｼ,3
432032,熊本県,人吉市,ｸﾏﾓﾄｹﾝ,ﾋﾄﾖｼｼ,0
432041,熊本県,荒尾市,ｸﾏﾓﾄｹﾝ,ｱﾗｵｼ,3
432059,熊本県,水俣市,ｸﾏﾓﾄｹﾝ,ﾐﾅﾏﾀｼ,1
432067,熊本県,玉名市,ｸﾏﾓﾄｹﾝ,ﾀﾏﾅｼ,0
432083,熊本県,山鹿市,ｸﾏﾓﾄｹﾝ,ﾔﾏｶﾞｼ,3
432105,熊本県,菊池市,ｸﾏﾓﾄｹﾝ,ｷｸﾁｼ,3
432113,熊本県,宇土市,ｸﾏﾓﾄｹﾝ,ｳﾄｼ,1
432121,熊本県,上天草市,ｸﾏﾓﾄｹﾝ,ｶﾐｱﾏｸｻｼ,1
432130,熊本県,宇城市,ｸﾏﾓﾄｹﾝ,ｳｷｼ,1
432148,熊本県,阿蘇市,ｸﾏﾓﾄｹﾝ,ｱｿｼ,3
432156,熊本県,天草市,ｸﾏﾓﾄｹﾝ,ｱﾏｸｻｼ,3
432164,熊本県,合志市,ｸﾏﾓﾄｹﾝ,ｺｳｼｼ,0
433489,熊本県,美里町,ｸﾏﾓﾄｹﾝ,ﾐｻﾄﾏﾁ,3
433641,熊本県,玉東町,ｸﾏﾓﾄｹﾝ,ｷﾞｮｸﾄｳﾏﾁ,0
433675,熊本県,南関町,ｸﾏﾓﾄｹﾝ,ﾅﾝｶﾝﾏﾁ,1
433683,熊本県,長洲町,ｸﾏﾓﾄｹﾝ,ﾅｶﾞｽﾏﾁ,0
433691,熊本県,和水町,ｸﾏﾓﾄｹﾝ,ﾅｺﾞﾐﾏﾁ,1
434035,熊本県,大津町,ｸﾏﾓﾄｹﾝ,ｵｵﾂﾞﾏﾁ,1
434043,熊本県,菊陽町,ｸﾏﾓﾄｹﾝ,ｷｸﾖｳﾏﾁ,3
434230,熊本県,南小国町,ｸﾏﾓﾄｹﾝ,ﾐﾅﾐｵｸﾞﾆﾏﾁ,3
434248,熊本県,小国町,ｸﾏﾓﾄｹﾝ,ｵｸﾞﾆﾏﾁ,4
434256,熊本県,産山村,ｸﾏﾓﾄｹﾝ,ｳﾌﾞﾔﾏﾑﾗ,3
434281,熊本県,高森町,ｸﾏﾓﾄｹﾝ,ﾀｶﾓﾘﾏﾁ,3
434329,熊本県,西原村,ｸﾏﾓﾄｹﾝ,ﾆｼﾊﾗﾑﾗ,0
434337,熊本県,南阿蘇村,ｸﾏﾓﾄｹﾝ,ﾐﾅﾐｱｿﾑﾗ,3
434418,熊本県,御船町,ｸﾏﾓﾄｹﾝ,ﾐﾌﾈﾏﾁ,3
434426,熊本県,嘉島町,ｸﾏﾓﾄｹﾝ,ｶｼﾏﾏﾁ,1
434434,熊本県,益城町,ｸﾏﾓﾄｹﾝ,ﾏｼｷﾏﾁ,3
434442,熊本県,甲佐町,ｸﾏﾓﾄｹﾝ,ｺｳｻﾏﾁ,1
434477,熊本県,山都町,ｸﾏﾓﾄｹﾝ,ﾔﾏﾄﾁｮｳ,3
434680,熊本県,氷川町,ｸﾏﾓﾄｹﾝ,ﾋｶﾜﾁｮｳ,1
434825,熊本県,芦北町,ｸﾏﾓﾄｹﾝ,ｱｼｷﾀﾏﾁ,1
434841,熊本県,津奈木町,ｸﾏﾓﾄｹﾝ,ﾂﾅｷﾞﾏﾁ,1
435015,熊本県,錦町,ｸﾏﾓﾄｹﾝ,ﾆｼｷﾏﾁ,0
435058,熊本県,多良木町,ｸﾏﾓﾄｹﾝ,ﾀﾗｷﾞﾏﾁ,0
435066,熊本県,湯前町,ｸﾏﾓﾄｹﾝ,ﾕﾉﾏｴﾏﾁ,0
435074,熊本県,水上村,ｸﾏﾓﾄｹﾝ,ﾐｽﾞｶﾐﾑﾗ,0
435104,熊本県,相良村,ｸﾏﾓﾄｹﾝ,ｻｶﾞﾗﾑﾗ,0
435112,熊本県,五木村,ｸﾏﾓﾄｹﾝ,ｲﾂｷﾑﾗ,0
435121,熊本県,山江村,ｸﾏﾓﾄｹﾝ,ﾔﾏｴﾑﾗ,0
435139,熊本県,球磨村,ｸﾏﾓﾄｹﾝ,ｸﾏﾑﾗ,0
435147,熊本県,あさぎり町,ｸﾏﾓﾄｹﾝ,ｱｻｷﾞﾘﾁｮｳ,0
435317,熊本県,苓北町,ｸﾏﾓﾄｹﾝ,ﾚｲﾎｸﾏﾁ,0
442011,大分県,大分市,ｵｵｲﾀｹﾝ,ｵｵｲﾀｼ,3
442020,大分県,別府市,ｵｵｲﾀｹﾝ,ﾍﾞｯﾌﾟｼ,4
442038,大分県,中津市,ｵｵｲﾀｹﾝ,ﾅｶﾂｼ,3
442046,大分県,日田市,ｵｵｲﾀｹﾝ,ﾋﾀｼ,3
442054,大分県,佐伯市,ｵｵｲﾀｹﾝ,ｻｲｷｼ,3
442062,大分県,臼杵市,ｵｵｲﾀｹﾝ,ｳｽｷｼ,3
442071,大分県,津久見市,ｵｵｲﾀｹﾝ,ﾂｸﾐｼ,3
442089,大分県,竹田市,ｵｵｲﾀｹﾝ,ﾀｹﾀｼ,3
442097,大分県,豊後高田市,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞﾀｶﾀﾞｼ,3
442101,大分県,杵築市,ｵｵｲﾀｹﾝ,ｷﾂｷｼ,3
442119,大分県,宇佐市,ｵｵｲﾀｹﾝ,ｳｻｼ,3
442127,大分県,豊後大野市,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,4
442135,大分県,由布市,ｵｵｲﾀｹﾝ,ﾕﾌｼ,4
442143,大分県,国東市,ｵｵｲﾀｹﾝ,ｸﾆｻｷｼ,3
443221,大分県,姫島村,ｵｵｲﾀｹﾝ,ﾋﾒｼﾏﾑﾗ,0
443417,大分県,日出町,ｵｵｲﾀｹﾝ,ﾋｼﾞﾏﾁ,3
444618,大分県,九重町,ｵｵｲﾀｹﾝ,ｺｺﾉｴﾏﾁ,3
444626,大分県,玖珠町,ｵｵｲﾀｹﾝ,ｸｽﾏﾁ,3
452017,宮崎県,宮崎市,ﾐﾔｻﾞｷｹﾝ,ﾐﾔｻﾞｷｼ,4
452025,宮崎県,都城市,ﾐﾔｻﾞｷｹﾝ,ﾐﾔｺﾉｼﾞｮｳｼ,4
452033,宮崎県,延岡市,ﾐﾔｻﾞｷｹﾝ,ﾉﾍﾞｵｶｼ,1
452041,宮崎県,日南市,ﾐﾔｻﾞｷｹﾝ,ﾆﾁﾅﾝｼ,3
452050,宮崎県,小林市,ﾐﾔｻﾞｷｹﾝ,ｺﾊﾞﾔｼｼ,3
452068,宮崎県,日向市,ﾐﾔｻﾞｷｹﾝ,ﾋｭｳｶﾞｼ,1
452076,宮崎県,串間市,ﾐﾔｻﾞｷｹﾝ,ｸｼﾏｼ,0
452084,宮崎県,西都市,ﾐﾔｻﾞｷｹﾝ,ｻｲﾄｼ,0
452092,宮崎県,えびの市,ﾐﾔｻﾞｷｹﾝ,ｴﾋﾞﾉｼ,3
453412,宮崎県,三股町,ﾐﾔｻﾞｷｹﾝ,ﾐﾏﾀﾁｮｳ,0
453617,宮崎県,高原町,ﾐﾔｻﾞｷｹﾝ,ﾀｶﾊﾙﾁｮｳ,3
453820,宮崎県,国富町,ﾐﾔｻﾞｷｹﾝ,ｸﾆﾄﾐﾁｮｳ,0
453838,宮崎県,綾町,ﾐﾔｻﾞｷｹﾝ,ｱﾔﾁｮｳ,0
454010,宮崎県,高鍋町,ﾐﾔｻﾞｷｹﾝ,ﾀｶﾅﾍﾞﾁｮｳ,1
454028,宮崎県,新富町,ﾐﾔｻﾞｷｹﾝ,ｼﾝﾄﾐﾁｮｳ,3
454036,宮崎県,西米良村,ﾐﾔｻﾞｷｹﾝ,ﾆｼﾒﾗｿﾝ,0
454044,宮崎県,木城町,ﾐﾔｻﾞｷｹﾝ,ｷｼﾞｮｳﾁｮｳ,0
454052,宮崎県,川南町,ﾐﾔｻﾞｷｹﾝ,ｶﾜﾐﾅﾐﾁｮｳ,1
454061,宮崎県,都農町,ﾐﾔｻﾞｷｹﾝ,ﾂﾉﾁｮｳ,1
454214,宮崎県,門川町,ﾐﾔｻﾞｷｹﾝ,ｶﾄﾞｶﾞﾜﾁｮｳ,1
454290,宮崎県,諸塚村,ﾐﾔｻﾞｷｹﾝ,ﾓﾛﾂｶｿﾝ,0
454303,宮崎県,椎葉村,ﾐﾔｻﾞｷｹﾝ,ｼｲﾊﾞｿﾝ,0
454311,宮崎県,美郷町,ﾐﾔｻﾞｷｹﾝ,ﾐｻﾄﾁｮｳ,0
454419,宮崎県,高千穂町,ﾐﾔｻﾞｷｹﾝ,ﾀｶﾁﾎﾁｮｳ,3
454427,宮崎県,日之影町,ﾐﾔｻﾞｷｹﾝ,ﾋﾉｶｹﾞﾁｮｳ,0
454435,宮崎県,五ヶ瀬町,ﾐﾔｻﾞｷｹﾝ,ｺﾞｶｾﾁｮｳ,0
462012,鹿児島県,鹿児島市,ｶｺﾞｼﾏｹﾝ,ｶｺﾞｼﾏｼ,4
462039,鹿児島県,鹿屋市,ｶｺﾞｼﾏｹﾝ,ｶﾉﾔｼ,3
462047,鹿児島県,枕崎市,ｶｺﾞｼﾏｹﾝ,ﾏｸﾗｻﾞｷｼ,3
462063,鹿児島県,阿久根市,ｶｺﾞｼﾏｹﾝ,ｱｸﾈｼ,1
462080,鹿児島県,出水市,ｶｺﾞｼﾏｹﾝ,ｲｽﾞﾐｼ,1
462101,鹿児島県,指宿市,ｶｺﾞｼﾏｹﾝ,ｲﾌﾞｽｷｼ,4
462136,鹿児島県,西之表市,ｶｺﾞｼﾏｹﾝ,ﾆｼﾉｵﾓﾃｼ,0
462144,鹿児島県,垂水市,ｶｺﾞｼﾏｹﾝ,ﾀﾙﾐｽﾞｼ,3
462152,鹿児島県,薩摩川内市,ｶｺﾞｼﾏｹﾝ,ｻﾂﾏｾﾝﾀﾞｲｼ,1
462161,鹿児島県,日置市,ｶｺﾞｼﾏｹﾝ,ﾋｵｷｼ,3
462179,鹿児島県,曽於市,ｶｺﾞｼﾏｹﾝ,ｿｵｼ,1
462187,鹿児島県,霧島市,ｶｺﾞｼﾏｹﾝ,ｷﾘｼﾏｼ,4
462195,鹿児島県,いちき串木野市,ｶｺﾞｼﾏｹﾝ,ｲﾁｷｸｼｷﾉｼ,1
462209,鹿児島県,南さつま市,ｶｺﾞｼﾏｹﾝ,ﾐﾅﾐｻﾂﾏｼ,3
462217,鹿児島県,志布志市,ｶｺﾞｼﾏｹﾝ,ｼﾌﾞｼｼ,3
462225,鹿児島県,奄美市,ｶｺﾞｼﾏｹﾝ,ｱﾏﾐｼ,0
462233,鹿児島県,南九州市,ｶｺﾞｼﾏｹﾝ,ﾐﾅﾐｷｭｳｼｭｳｼ,3
462241,鹿児島県,伊佐市,ｶｺﾞｼﾏｹﾝ,ｲｻｼ,0
462250,鹿児島県,姶良市,ｶｺﾞｼﾏｹﾝ,ｱｲﾗｼ,3
463035,鹿児島県,三島村,ｶｺﾞｼﾏｹﾝ,ﾐｼﾏﾑﾗ,0
463043,鹿児島県,十島村,ｶｺﾞｼﾏｹﾝ,ﾄｼﾏﾑﾗ,0
463922,鹿児島県,さつま町,ｶｺﾞｼﾏｹﾝ,ｻﾂﾏﾁｮｳ,0
464040,鹿児島県,長島町,ｶｺﾞｼﾏｹﾝ,ﾅｶﾞｼﾏﾁｮｳ,0
464520,鹿児島県,湧水町,ｶｺﾞｼﾏｹﾝ,ﾕｳｽｲﾁｮｳ,0
464686,鹿児島県,大崎町,ｶｺﾞｼﾏｹﾝ,ｵｵｻｷﾁｮｳ,1
464821,鹿児島県,東串良町,ｶｺﾞｼﾏｹﾝ,ﾋｶﾞｼｸｼﾗﾁｮｳ,1
464902,鹿児島県,錦江町,ｶｺﾞｼﾏｹﾝ,ｷﾝｺｳﾁｮｳ,3
464911,鹿児島県,南大隅町,ｶｺﾞｼﾏｹﾝ,ﾐﾅﾐｵｵｽﾐﾁｮｳ,3
464929,鹿児島県,肝付町,ｶｺﾞｼﾏｹﾝ,ｷﾓﾂｷﾁｮｳ,3
465011,鹿児島県,中種子町,ｶｺﾞｼﾏｹﾝ,ﾅｶﾀﾈﾁｮｳ,0
465020,鹿児島県,南種子町,ｶｺﾞｼﾏｹﾝ,ﾐﾅﾐﾀﾈﾁｮｳ,4
465054,鹿児島県,屋久島町,ｶｺﾞｼﾏｹﾝ,ﾔｸｼﾏﾁｮｳ,4
465232,鹿児島県,大和村,ｶｺﾞｼﾏｹﾝ,ﾔﾏﾄｿﾝ,0
465241,鹿児島県,宇検村,ｶｺﾞｼﾏｹﾝ,ｳｹﾝｿﾝ,0
465259,鹿児島県,瀬戸内町,ｶｺﾞｼﾏｹﾝ,ｾﾄｳﾁﾁｮｳ,0
465275,鹿児島県,龍郷町,ｶｺﾞｼﾏｹﾝ,ﾀﾂｺﾞｳﾁｮｳ,0
465291,鹿児島県,喜界町,ｶｺﾞｼﾏｹﾝ,ｷｶｲﾁｮｳ,0
465305,鹿児島県,徳之島町,ｶｺﾞｼﾏｹﾝ,ﾄｸﾉｼﾏﾁｮｳ,3
465313,鹿児島県,天城町,ｶｺﾞｼﾏｹﾝ,ｱﾏｷﾞﾁｮｳ,3
465321,鹿児島県,伊仙町,ｶｺﾞｼﾏｹﾝ,ｲｾﾝﾁｮｳ,0
465330,鹿児島県,和泊町,ｶｺﾞｼﾏｹﾝ,ﾜﾄﾞﾏﾘﾁｮｳ,4
465348,鹿児島県,知名町,ｶｺﾞｼﾏｹﾝ,ﾁﾅﾁｮｳ,0
465356,鹿児島県,与論町,ｶｺﾞｼﾏｹﾝ,ﾖﾛﾝﾁｮｳ,4
472018,沖縄県,那覇市,ｵｷﾅﾜｹﾝ,ﾅﾊｼ,4
472051,沖縄県,宜野湾市,ｵｷﾅﾜｹﾝ,ｷﾞﾉﾜﾝｼ,3
472077,沖縄県,石垣市,ｵｷﾅﾜｹﾝ,ｲｼｶﾞｷｼ,0
472085,沖縄県,浦添市,ｵｷﾅﾜｹﾝ,ｳﾗｿｴｼ,3
472093,沖縄県,名護市,ｵｷﾅﾜｹﾝ,ﾅｺﾞｼ,0
472107,沖縄県,糸満市,ｵｷﾅﾜｹﾝ,ｲﾄﾏﾝｼ,0
472115,沖縄県,沖縄市,ｵｷﾅﾜｹﾝ,ｵｷﾅﾜｼ,0
472123,沖縄県,豊見城市,ｵｷﾅﾜｹﾝ,ﾄﾐｸﾞｽｸｼ,0
472131,沖縄県,うるま市,ｵｷﾅﾜｹﾝ,ｳﾙﾏｼ,0
472140,沖縄県,宮古島市,ｵｷﾅﾜｹﾝ,ﾐﾔｺｼﾞﾏｼ,0
472158,沖縄県,南城市,ｵｷﾅﾜｹﾝ,ﾅﾝｼﾞｮｳｼ,0
473014,沖縄県,国頭村,ｵｷﾅﾜｹﾝ,ｸﾆｶﾞﾐｿﾝ,0
473022,沖縄県,大宜味村,ｵｷﾅﾜｹﾝ,ｵｵｷﾞﾐｿﾝ,0
473031,沖縄県,東村,ｵｷﾅﾜｹﾝ,ﾋｶﾞｼｿﾝ,0
